"261",2014-06-28,108999,166172,326351,332612,430962,434132,301910
"262",2014-07-05,99000,105666,165214,326347,325952,438775,299187.5
"263",2014-07-12,99000,99000,158997,307152,318954,409164,281196.5
"264",2014-07-19,99000,148536,301546,298246,385170,378958,252831.5
"265",2014-07-26,99000,107333,139843,302215,307033,383270,250042
"266",2014-08-02,80555,86875,133563,132575,311160,311718,246875.666666667
"267",2014-08-09,76083,83833,139435,142668,314111,313484,251873
"268",2014-08-16,89000,140342,321867,320349,376468,367191,270297.5
"269",2014-08-23,77000,83000,143579,144233,314177,325775,270435.5
"270",2014-08-30,85747,75690,147433,148944,305680,302175,264598.5
"271",2014-09-06,84896,85725,148162,153720,304711,304033,277621
"272",2014-09-13,91497,93133,158796,154666,306354,303165,280393.666666667
"273",2014-09-20,94633,109450,145850,282714,307004,374538,269091.5
"274",2014-09-27,109450,109450,93946,216521,281626,445516,217092
"275",2014-10-04,109450,109450,158359,278415,277003,395261,274360
"276",2014-10-11,99677,87175,159328,291891,285213,394918,267449.666666667
"277",2014-10-18,93858,96085,162394,309402,308676,423540,276736
"278",2014-10-25,100540,100540,161346,312787,324392,412350,277719
"279",2014-11-01,100540,100540,159948,314730,416291,425433,275882
"280",2014-11-08,99192,98930,171506,332062,330985,434342,283450
"281",2014-11-15,96994,96800,175459,328574,442147,465691,289209
"282",2014-11-22,101699,98943,180054,178018,321925,327275,304044
"283",2014-11-29,107180,186174,318867,317351,430427,424411,311213.333333333
"284",2014-12-06,100740,178919,315330,314727,451276,435477,312194
"285",2014-12-13,85950,88415,140589,313360,309907,449042,305553.5
"286",2014-12-20,76740,82829,149012,308528,309093,314604,306423.5
"287",2014-12-27,76740,76740,151903,149957,308872,308457,302551.5
"288",2015-01-03,85389,76740,153474,166329,304358,299342,284092
"289",2015-01-10,85472,89633,150846,149710,304536,301157,281727
"290",2015-01-17,89633,89450,141226,326288,318006,428104,285771.5
"291",2015-01-24,83971,88056,141648,332802,334052,413704,285722
"292",2015-01-31,83023,84140,144890,327461,328519,419454,279287.5
"293",2015-02-07,83163,83041,144054,315958,438276,437432,283600
"294",2015-02-14,82675,82675,147099,298930,461728,461379,290526
"295",2015-02-21,77067,81270,179041,186929,314767,308163,283918.5
"296",2015-02-28,76400,79567,181403,201905,314325,434563,267518
"297",2015-03-07,78900,78900,199061,198469,310888,444752,268677.5
"298",2015-03-14,89316,84731,215677,222248,313609,380584,283733.5
"299",2015-03-21,88875,90451,228344,230876,329130,439550,289802.5
"300",2015-03-28,90225,88028,214524,221023,374953,387240,302691
"301",2015-04-04,83633,88081,205363,398407,448099,430558,295630
"302",2015-04-11,77450,84380,217400,227733,358500,356687,297429
"303",2015-04-18,77450,77450,226734,221578,328416,446793,286733.5
"304",2015-04-25,80804,79066,233047,217352,304507,331729,282100
"305",2015-05-02,78100,229625,227008,354619,344663,448420,299477.5
"306",2015-05-09,75633,75633,225137,196031,371187,360813,288412
"307",2015-05-16,85588,194796,350326,355936,431447,443010,282096
"308",2015-05-23,86975,190402,360068,376842,452221,430479,299530.5
"309",2015-05-30,116243,196618,308434,294285,479078,509087,270831.5
"310",2015-06-06,120348,207427,321923,448715,447321,877000,266911
"311",2015-06-13,107971,103343,210782,346906,354138,426963,290895
"312",2015-06-20,105975,100780,208342,203183,355837,383005,292608
"313",2015-06-27,108613,109600,202796,336654,377392,384211,293838
"314",2015-07-04,105555,109300,204779,207500,314158,304138,268406.5
"315",2015-07-11,101103,102975,198519,205658,318675,321184,267904
"316",2015-07-18,98097,102975,206706,204147,207013,298028,260724.5
"317",2015-07-25,99943,105068,195331,195989,192569,317281,248523.5
"318",2015-08-01,104497,110700,191702,198276,390608,378137,272351
"319",2015-08-08,118959,114967,200384,195062,358277,372150,290459.5
"320",2015-08-15,114767,206630,202857,326919,312271,330791,296642.5
"321",2015-08-22,114767,100590,212849,202276,285421,271078,287420.5
"322",2015-08-29,98000,188707,295279,548200,799900,NA,277043.333333333
"323",2015-09-05,109900,191062,338901,340237,491297,443386,289770
"324",2015-09-12,110786,197339,201555,354865,352314,369819,285109
"325",2015-09-19,112410,193683,353364,345731,406142,383009,284401.333333333
"326",2015-09-26,115286,197786,201911,335710,327755,400736,278178.5
"327",2015-10-03,113167,109500,194362,196302,200074,317302,282298.5
"328",2015-10-10,109083,107708,201419,190640,317044,306543,287656
"329",2015-10-17,101500,101500,201514,189995,200464,327452,309854.5
"330",2015-10-24,101500,96750,193558,185104,330502,314900,252107
"331",2015-10-31,92714,188712,185984,333535,329576,343429,237591
"332",2015-11-07,86190,181861,327004,327069,366229,350104,238549.5
"333",2015-11-14,82000,189327,190681,323467,333040,385563,254610
"334",2015-11-21,80952,174144,183092,312206,314504,458633,263453
"335",2015-11-28,75000,175947,159365,297459,474467,477950,262089
"336",2015-12-05,73907,145273,298107,444382,478077,775000,260264.5
"337",2015-12-12,69900,166054,130139,169273,328724,310631,252277
"338",2015-12-19,92000,172853,167816,323199,329543,351959,244166
"339",2015-12-26,92000,82333,181678,405740,392390,371295,266792
"340",2016-01-02,82333,82333,202021,195895,409355,413324,279325.5
"341",2016-01-09,82333,82333,203273,389951,350109,350595,277699.5
"342",2016-01-16,82208,83444,197908,207476,311152,280911,250218
"343",2016-01-23,79000,79000,192762,285916,288414,303667,243615
"344",2016-01-30,79000,79000,196922,204263,300318,336920,259736
"345",2016-02-06,207839,303286,309882,372079,NA,NA,273508
"346",2016-02-13,105000,215502,312782,357786,579900,NA,274083
"347",2016-02-20,100736,213921,203762,316539,303923,304497,256516.5
"348",2016-02-27,102526,107627,184507,183541,366525,361847,269696
"349",2016-03-05,106377,192496,185045,395383,417628,419075,300509.5
"350",2016-03-12,125000,194290,190725,397630,457511,616154,328006.5
"351",2016-03-19,124167,96440,189321,188073,371555,355543,297263.5
"352",2016-03-26,96440,96440,201216,346160,332632,496412,286962.5
"353",2016-04-02,94604,96440,202849,334117,326745,432581,280985
"354",2016-04-09,88153,206514,206692,317889,313322,320908,261723
"355",2016-04-16,89529,89356,205031,303543,301594,319144,247239.5
"356",2016-04-23,90817,204048,191857,321353,341793,322933,264388.5
"357",2016-04-30,83950,187915,192196,331987,331668,402954,284568
"358",2016-05-07,83950,183436,325625,324005,483330,311096,288053
"359",2016-05-14,111833,180401,327447,326016,641141,656107,308150
"360",2016-05-21,77880,192127,210872,308348,295523,581217,330017
"361",2016-05-28,77880,196506,204307,277062,724950,512450,299152.5
"362",2016-06-04,109668,235094,226082,354601,503010,699000,304029
"363",2016-06-11,114786,234171,322792,451352,555557,749000,288423.5
"364",2016-06-18,117000,236263,236513,296779,305536,590869,307118.5
"365",2016-06-25,205593,226295,322006,294682,618700,526950,296521
"366",2016-07-02,196038,212944,392089,296833,549407,349900,305850.5
